평점,판매자,구매자,날짜,제목,본문,이미지URL
5,이선디지탈,robi****,2023-06-16,기존 사용하던 외장하드가 고장나서 이왕 새로 구입하는거 좋은거로 구입했는데 만족합니다.배송 : 구입 다음날 내가 가장 좋아하는 우체국 택배로 빠르게 보내줘서 좋았어요상품 : 사용해,"기존 사용하던 외장하드가 고장나서 이왕 새로 구입하는거 좋은거로 구입했는데 만족합니다.
배송 : 구입 다음날 내가 가장 좋아하는 우체국 택배로 빠르게 보내줘서 좋았어요
상품 : 사용해보니 조그마한데 속도는 엄청 빠르네요
품질보증도 3년이나되서 좋습니다.","['https://phinf.pstatic.net/checkout/20230616_36/1686897394449PAUmn_JPEG/KakaoTalk_20230616_153118021_01.jpg', 'https://phinf.pstatic.net/checkout/20230616_210/1686897427587HnXx9_JPEG/KakaoTalk_20230616_153118021.jpg']"
5,SK하이닉스공식대리점 도우,kore****,2023-06-16,속도빠르고 가볍고 디자인도 이쁘네요 가드가함께줘서 실생활에 더욱좋은듯,속도빠르고 가볍고 디자인도 이쁘네요 가드가함께줘서 실생활에 더욱좋은듯,['https://phinf.pstatic.net/checkout/20230616_159/1686890044024yKeA6_JPEG/1686890025165.jpg']
5,SK하이닉스공식대리점 도우,enja****,2023-06-16,전송속도 빠르고 가볍고 크기가 작아서 좋음,전송속도 빠르고 가볍고 크기가 작아서 좋음,['https://phinf.pstatic.net/checkout/20230616_165/1686885562601uyRO4_JPEG/1686885536444.jpg']
5,SK하이닉스공식대리점 도우,ax22****,2023-06-16,좋아요 배송빠르고 물건도 좋네오,좋아요 배송빠르고 물건도 좋네오,"['https://phinf.pstatic.net/checkout/20230616_43/1686885930488JvusA_JPEG/IMG_0459.jpeg', 'https://phinf.pstatic.net/checkout/20230616_191/1686885931398NIL7Y_JPEG/IMG_0458.jpeg', 'https://phinf.pstatic.net/checkout/20230616_272/1686885931271vML4q_JPEG/IMG_0460.jpeg', 'https://phinf.pstatic.net/checkout/20230616_155/1686885931464pUDTP_JPEG/IMG_0457.jpeg']"
5,SK하이닉스공식대리점 도우,maan****,2023-06-16,뻐른속도 작은 ssd 휴대성 좋아요,뻐른속도 작은 ssd 휴대성 좋아요,['https://phinf.pstatic.net/checkout/20230616_14/1686917390257XxD4D_JPEG/IMG_2026.jpeg']
4,이선디지탈,good****,2023-06-16,생각보다 속도감이 느린것 같음,생각보다 속도감이 느린것 같음,[]
5,SK하이닉스공식대리점 도우,ff33****,2023-06-16,속도도 빠르고 너무 좋네요!,속도도 빠르고 너무 좋네요!,['https://phinf.pstatic.net/checkout/20230616_296/1686900701420OAhcI_JPEG/16869006927298196949112276949895.jpg']
5,SK하이닉스공식대리점 도우,maro****,2023-06-16,만족 오네가이시마스요,만족 오네가이시마스요,[]
5,SK하이닉스공식대리점 도우,sa50****,2023-06-16,배송이 빠르고 좋아요,배송이 빠르고 좋아요,[]
5,SK하이닉스공식대리점 도우,nwjd****,2023-06-15,기대이상입니다무게감도 디자인도 아주좋아요성능은 당연하겟져?,"기대이상입니다
무게감도 디자인도 아주좋아요
성능은 당연하겟져?",['https://phinf.pstatic.net/checkout/20230615_286/1686840044627viGFj_JPEG/IMG_7658.jpeg']
5,SK하이닉스공식대리점 도우,istr****,2023-06-15,너무 좋아서 다음에또 구매 하고싶어요,너무 좋아서 다음에또 구매 하고싶어요,[]
5,SK하이닉스공식대리점 도우,lds0****,2023-06-15,안전하게 잘 도착했습니다!,안전하게 잘 도착했습니다!,['https://phinf.pstatic.net/checkout/20230615_122/1686839785725hgqin_JPEG/image.jpg']
5,SK하이닉스공식대리점 도우,glor****,2023-06-15,맥에서 잘사용되고 좋아요!,맥에서 잘사용되고 좋아요!,[]
4,SK하이닉스공식대리점 도우,tpno****,2023-06-15,잘받아서요감사합ㄴ다~~,"잘받아서요
감사합ㄴ다~~",[]
5,SK하이닉스공식대리점 도우,alex****,2023-06-15,만족합니다 좋은제품 입니다!,만족합니다 좋은제품 입니다!,[]
4,SK하이닉스공식대리점 도우,shad****,2023-06-14,크기도 아담하고좋네요 초기불량만없기를...,크기도 아담하고좋네요 초기불량만없기를...,[]
5,SK하이닉스공식대리점 도우,twoz****,2023-06-14,성능도 좋고 넘 예뻐요,성능도 좋고 넘 예뻐요,[]
5,SK하이닉스공식대리점 도우,ecog****,2023-06-14,빠른배송 좋아요 ~~~,빠른배송 좋아요 ~~~,[]
5,SK하이닉스공식대리점 도우,tjsd****,2023-06-14,크기 아주 작아요.용량 넉넉해요.디자인 이뻐요.걍 좋아요.,"크기 아주 작아요.
용량 넉넉해요.
디자인 이뻐요.
걍 좋아요.",[]
5,이선디지탈,kwon****,2023-06-13,디자인도좋네요 휴대하기도좋고 문서용으로사용하는데 일기쓰기속도 빠르고 작지만좋은성능에매우만족스럽네요 적극추천합니다,디자인도좋네요 휴대하기도좋고 문서용으로사용하는데 일기쓰기속도 빠르고 작지만좋은성능에매우만족스럽네요 적극추천합니다,['https://phinf.pstatic.net/checkout/20230613_163/1686629073343zLD3K_JPEG/1686629061526.jpg']
5,11번가,sj******,2023-06-13,최고예요,"너무작아서 분실우려되네요^^노트북,개인pc백업용으로 구매했어요속도 빨라요 작고 예뻐요오래쓰면 좋겠네요",[]
5,SK하이닉스공식대리점 도우,lds8****,2023-06-13,"디자인, 속도, 사이즈 너무 맘에 들어요~","디자인, 속도, 사이즈 너무 맘에 들어요~",[]
5,SK하이닉스공식대리점 도우,tkgk****,2023-06-13,굳 아주좋아요 배송도 빠릅니다,굳 아주좋아요 배송도 빠릅니다,['https://phinf.pstatic.net/checkout/20230613_191/1686649043673lsvFi_JPEG/1686649010427.jpg']
5,SK하이닉스공식대리점 도우,art5****,2023-06-13,엄청빠르고 용량도 커서좋아요,엄청빠르고 용량도 커서좋아요,[]
5,SK하이닉스공식대리점 도우,jinq****,2023-06-13,배송도 빠르고 상품도 빠르고 너무 좋아요,배송도 빠르고 상품도 빠르고 너무 좋아요,[]
5,SK하이닉스공식대리점 도우,hyss****,2023-06-12,최고의 성능입니다.제품은 물론이고 범퍼도 아주 좋아요,"최고의 성능입니다.
제품은 물론이고 범퍼도 아주 좋아요",[]
5,SK하이닉스공식대리점 도우,kimd****,2023-06-12,사용하면서 불편함 없어요 내용 딱 필요한 물건입니다,"사용하면서 불편함 없어요
내용 딱 필요한 물건입니다",[]
5,SK하이닉스공식대리점 도우,hyeo****,2023-06-12,처음엔 케이스가 안맞았는데 지금은 잘 쓰는중,처음엔 케이스가 안맞았는데 지금은 잘 쓰는중,['https://phinf.pstatic.net/checkout/20230612_59/16865485340711Wsuj_JPEG/IMG_4777.jpeg']
5,SK하이닉스공식대리점 도우,myun****,2023-06-12,진짜 빠르고 좋네요 아이패드용으로 딱입니다,진짜 빠르고 좋네요 아이패드용으로 딱입니다,['https://phinf.pstatic.net/checkout/20230612_194/1686541992382O5jl2_JPEG/image.jpg']
5,SK하이닉스공식대리점 도우,enls****,2023-06-12,아담하고 가볍고 좋아요,아담하고 가볍고 좋아요,[]
5,SK하이닉스공식대리점 도우,cooi****,2023-06-12,감사합니다 잘쓸께요~,감사합니다 잘쓸께요~,[]
5,이선디지탈,yell****,2023-06-12,빠른 배송 감사합니다,빠른 배송 감사합니다,[]
3,SK하이닉스공식대리점 도우,jetm****,2023-06-12,배송 빨라요 어제 주문 다음날 배송완료,배송 빨라요 어제 주문 다음날 배송완료,[]
5,SK하이닉스공식대리점 도우,crys****,2023-06-11,잘받았습니다. 와이프가 직장에서 쓰려고 산거라 아직 사용은 안해봤는데 일단 외관은 아주 깜찍하네요 ㅋ충격방지용 범퍼도 들어있네요!문제없이 잘 사용할수 있을거라 기대합니다^^,잘받았습니다. 와이프가 직장에서 쓰려고 산거라 아직 사용은 안해봤는데 일단 외관은 아주 깜찍하네요 ㅋ충격방지용 범퍼도 들어있네요!문제없이 잘 사용할수 있을거라 기대합니다^^,['https://phinf.pstatic.net/checkout/20230611_92/1686450861285Wbv95_JPEG/20230611_111306.jpg']
5,SK하이닉스공식대리점 도우,obva****,2023-06-11,깔금하군요...데이터를 보고 주문 했는데 역시나...제품은 앙징 맞고연결 케이블까지 실하군요...더 큰 용량을 기다리며...잘 쓰겠습니다.,"깔금하군요...
데이터를 보고 주문 했는데 역시나...
제품은 앙징 맞고
연결 케이블까지 실하군요...
더 큰 용량을 기다리며...
잘 쓰겠습니다.",[]
5,SK하이닉스공식대리점 도우,kkh8****,2023-06-11,제품 무사히 잘 왔고 디자인 귀엽고 파일 전송 빨라서 놀랐네요,제품 무사히 잘 왔고 디자인 귀엽고 파일 전송 빨라서 놀랐네요,[]
5,SK하이닉스공식대리점 도우,phue****,2023-06-11,몸에 열이 많은 체질인데 땀도 차지 않고 좋은 것 같아요.,몸에 열이 많은 체질인데 땀도 차지 않고 좋은 것 같아요.,[]
5,SK하이닉스공식대리점 도우,star****,2023-06-11,디자인이 매우 맘에듭니다,디자인이 매우 맘에듭니다,[]
5,SK하이닉스공식대리점 도우,show****,2023-06-11,가벼움 속도짱 최고!!,가벼움 속도짱 최고!!,['https://phinf.pstatic.net/checkout/20230611_237/1686494761062Mf6NR_JPEG/20230611_234509.jpg']
5,SK하이닉스공식대리점 도우,znzn****,2023-06-11,"만족합니다. 가격도 좋거 용량, 휴대성, 속도 무엇보다 호환성도 깔끔합니다. 너무 좋아요","만족합니다. 가격도 좋거 용량, 휴대성, 속도
무엇보다 호환성도 깔끔합니다. 너무 좋아요",[]
5,SK하이닉스공식대리점 도우,cky2****,2023-06-11,외장하드만 쓰다가 처음으로 ssd구매했어요 대량 자료를 옮기기위해 구매했고 하이닉스 첫 외장ssd라 기대가큽니다,외장하드만 쓰다가 처음으로 ssd구매했어요 대량 자료를 옮기기위해 구매했고 하이닉스 첫 외장ssd라 기대가큽니다,['https://phinf.pstatic.net/checkout/20230611_291/1686453310266YYl3r_JPEG/image.jpg']
5,SK하이닉스공식대리점 도우,diwj****,2023-06-11,좋아용ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ,좋아용ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ,['https://phinf.pstatic.net/checkout/20230611_107/1686494699550jcPD4_JPEG/IMG_7193.jpeg']
5,SK하이닉스공식대리점 도우,akbs****,2023-06-10,"10여 년 전 사용하던 외장 하드가 드디어 고장이 났네요. 검색하니 하이닉스에서 나온 외장 ssd를 알게 되어 구매하였습니다. 아주 만족스럽습니다. 크기도 휴대하기 편리하게 작고,","10여 년 전 사용하던 외장 하드가 드디어 고장이 났네요. 검색하니 하이닉스에서 나온 외장 ssd를 알게 되어 구매하였습니다. 아주 만족스럽습니다. 크기도 휴대하기 편리하게 작고, 파일 전송 속도도 빠르고 며칠 사용한 만족도는 아주 좋아요. 중국 판매 ssd가 더 저렴하긴 하지만 믿을 수가 있어야지요. 이 제품도 오랬동안 사용해자겠지요! 아주 만족스럽습니다. 작고 빠르고 용량도 이정도면 적당하고. 잘 사용하겠습니다.",['https://phinf.pstatic.net/checkout/20230610_127/16863907510451voQV_JPEG/KakaoTalk_20230610_184629385.jpg']
5,SK하이닉스공식대리점 도우,kl02****,2023-06-10,빠르고 좋아요 지금까지 있던것보다 작은게 큰 장점이고 디자인도 나쁘지않아요문제는 큰 용량 옮길때 발열인데 일상생활하면서 발열 생길 일은 없을 것 같네요케이스나 파우치는 왠만한 차키,"빠르고 좋아요 지금까지 있던것보다 작은게 큰 장점이고 디자인도 나쁘지않아요
문제는 큰 용량 옮길때 발열인데 일상생활하면서 발열 생길 일은 없을 것 같네요
케이스나 파우치는 왠만한 차키 파우치 끼면 맞아요 ㅋㅋㅋ,,",[]
5,SK하이닉스공식대리점 도우,kyhs****,2023-06-10,모 유툽을 보고 마음에 들어 구매했는데 기대 이상으로 만족 더 큰 용량 제품이 출시되었으면 하는 바램...,모 유툽을 보고 마음에 들어 구매했는데 기대 이상으로 만족 더 큰 용량 제품이 출시되었으면 하는 바램...,[]
5,11번가,dd******,2023-06-10,최고예요,배송도 빠르고 전혀 문제 없어보여서 안심했습니다.남은건 제가 잘 쓰는 일 뿐이네요,[]
5,SK하이닉스공식대리점 도우,qorj****,2023-06-10,튼튼하고 좋아요. 쓰기 편하고 속도도 빨라요.,튼튼하고 좋아요. 쓰기 편하고 속도도 빨라요.,[]
5,SK하이닉스공식대리점 도우,key_****,2023-06-09,잇섭님 광고보고 구매해요. 작고 만족스럽네요. 단순 저장장치로 쓰고 있어서 그런지 계속 pc에 연결하고 있어도 옮길 때 말고는 열이 있는지 모르겠네요.,잇섭님 광고보고 구매해요. 작고 만족스럽네요. 단순 저장장치로 쓰고 있어서 그런지 계속 pc에 연결하고 있어도 옮길 때 말고는 열이 있는지 모르겠네요.,['https://phinf.pstatic.net/checkout/20230609_214/1686289748923wDqyV_JPEG/KakaoTalk_20230608_185044463.jpg']
5,11번가,r2******,2023-06-09,최고예요,새로나온 딱정벌레 모양의 ssd. 용량이 좀더 지원해줬으면 하는 아쉬움. 하지만 전송속도 성능은 보장,[]
5,이선디지탈,tige****,2023-06-09,작고 아담한 크기로 장난감 같네요. 작은 비누처럼 가볍고 작아서 손안에 들어와서 좋아요.,작고 아담한 크기로 장난감 같네요. 작은 비누처럼 가볍고 작아서 손안에 들어와서 좋아요.,['https://phinf.pstatic.net/checkout/20230609_73/1686284685117LlCd4_JPEG/1686284669971.jpg']
5,SK하이닉스공식대리점 도우,sung****,2023-06-09,작고 휴대하기 편하고 튼튼합니다. 다만 열이 나면 바로 느껴지고 선이 분리형이라 거추장 스러운게 거슬립니다.,작고 휴대하기 편하고 튼튼합니다. 다만 열이 나면 바로 느껴지고 선이 분리형이라 거추장 스러운게 거슬립니다.,['https://phinf.pstatic.net/checkout/20230609_95/1686262272901mMGjo_JPEG/image.jpg']
3,SK하이닉스공식대리점 도우,hanh****,2023-06-09,Cable 이 너무 짧다.보호커버가 아무 의미가 없다.배송은 빠르다.제품 속도는 빠르고 만족스럽다.,"Cable 이 너무 짧다.
보호커버가 아무 의미가 없다.
배송은 빠르다.
제품 속도는 빠르고 만족스럽다.",[]
5,SK하이닉스공식대리점 도우,love****,2023-06-09,잇섭님 리뷰로 알게되어 구매했는데 역시~~좋습니다 ㅎ,잇섭님 리뷰로 알게되어 구매했는데 역시~~좋습니다 ㅎ,[]
5,SK하이닉스공식대리점 도우,9076****,2023-06-09,배송도 빠르고 제품도 좋아요,배송도 빠르고 제품도 좋아요,[]
5,조이젠,kali****,2023-06-09,배송도 빠르고 상품도 좋네요,배송도 빠르고 상품도 좋네요,[]
5,SK하이닉스공식대리점 도우,a060****,2023-06-09,좋아요 너무좋네요~~~~,좋아요 너무좋네요~~~~,[]
5,SK하이닉스공식대리점 도우,seey****,2023-06-09,속도 빠르고 최고에요,속도 빠르고 최고에요,[]
5,SK하이닉스공식대리점 도우,2613****,2023-06-09,작다는건 알았는데 카드지갑보다 작네요ㄷㄷㄷ,작다는건 알았는데 카드지갑보다 작네요ㄷㄷㄷ,[]
5,SK하이닉스공식대리점 도우,akin****,2023-06-08,"엄청 빨리 배송해 주시고, 질문에 대해서도 친절하게 상담해 주셔서 감사합니다. 좋은 제품 잘 사용하겠습니다. 생각보다 작은 사이즈에 놀라고, USB-C, USB type 케이블 두","엄청 빨리 배송해 주시고, 질문에 대해서도 친절하게 상담해 주셔서 감사합니다. 좋은 제품 잘 사용하겠습니다. 생각보다 작은 사이즈에 놀라고, USB-C, USB type 케이블 두개가 같이 있어 컴퓨터에 따라 다른 케이블을 연결할 수 있어 좋은 것 같습니다! 대만족입니다.","['https://phinf.pstatic.net/checkout/20230608_74/1686188582753ADq62_JPEG/DSC00944.jpg', 'https://phinf.pstatic.net/checkout/20230608_7/1686188582792tIfak_JPEG/DSC00943.jpg', 'https://phinf.pstatic.net/checkout/20230608_79/1686188582867d9lPb_JPEG/DSC00942.jpg']"
5,SK하이닉스공식대리점 도우,wldu****,2023-06-08,배송 빨라요!마우스 보다도 작은 크기에 케이블도 ctoc랑 usb포트 연결할 수 있는 걸로 두개 주시고 플라스틱 케이스도 들어있어서 너무 만족합니다 2테라 짜리도 있으면 재구매하고,"배송 빨라요!
마우스 보다도 작은 크기에 케이블도 ctoc랑 usb포트 연결할 수 있는 걸로 두개 주시고 플라스틱 케이스도 들어있어서 너무 만족합니다 2테라 짜리도 있으면 재구매하고 싶어요!!! 잘 쓸게요",['https://phinf.pstatic.net/checkout/20230608_159/1686187981076yykqG_JPEG/IMG_1194.jpeg']
5,옥션,b*k*****,2023-06-08,빠른 배송 감사. 작은 사이즈에 인식도 빨리 됩니다. ...,"빠른 배송 감사. 작은 사이즈에 인식도 빨리 됩니다. 사용상에 따른 입출력 속도, 발열 사항등은 어떨지 모르지만 테크니칼 자료를 믿어야조. 국산품이라 믿음이 갑니다.",[]
5,SK하이닉스공식대리점 도우,gwon****,2023-06-08,대용걍 파일을 저장하기 위해 구매했습니다. 전에 쓰던 외장 하드보다 빠르고 작은 조약돌 크기로 굉장히 가볍습니다.검색해서 뜨길래 바로 주문하길 잘했네요.,"대용걍 파일을 저장하기 위해 구매했습니다. 전에 쓰던 외장 하드보다 빠르고 작은 조약돌 크기로 굉장히 가볍습니다.
검색해서 뜨길래 바로 주문하길 잘했네요.","['https://phinf.pstatic.net/checkout/20230608_182/1686193639342ts0L3_JPEG/20230608_115107.jpg', 'https://phinf.pstatic.net/checkout/20230608_158/1686193639553GzEzu_JPEG/20230608_114936.jpg']"
5,SK하이닉스공식대리점 도우,shin****,2023-06-08,작고 가볍고 ㅋ 맥이나 윈도우 둘다 호환이 잘 되네요. ssd라 읽는 속도도 빠르고 좋아요^^,작고 가볍고 ㅋ 맥이나 윈도우 둘다 호환이 잘 되네요. ssd라 읽는 속도도 빠르고 좋아요^^,"['https://phinf.pstatic.net/checkout/20230608_16/1686230961922w3o3d_JPEG/PXL_20230607_092042332.jpg', 'https://phinf.pstatic.net/checkout/20230608_24/16862309621113OYJ2_JPEG/PXL_20230607_092058043.jpg', 'https://phinf.pstatic.net/checkout/20230608_190/1686230962171r49n7_JPEG/PXL_20230607_092146615.jpg']"
5,SK하이닉스공식대리점 도우,wonh****,2023-06-08,sk하이닉스에서 나온 첫 외장SSD라서 기대하구 구입했습니다. 사용느낌은 상당히 잘 나온 제품이네요. 만족하구 씁니다. 무엇보다 크기가 작아서 맘에 드네요.,"sk하이닉스에서 나온 첫 외장SSD라서 기대하구 구입했습니다. 사용느낌은 상당히 잘 나온 제품이네요.
만족하구 씁니다. 무엇보다 크기가 작아서 맘에 드네요.",['https://phinf.pstatic.net/checkout/20230608_229/1686214111878Gn3PY_JPEG/image3.jpeg']
5,SK하이닉스공식대리점 도우,tomm****,2023-06-08,진짜 쵝오 믿고 쓰는 SK SSD 용량도 넉넉해서 좋아용,진짜 쵝오 믿고 쓰는 SK SSD 용량도 넉넉해서 좋아용,[]
5,조이젠,hoon****,2023-06-08,크기 완전 작은데 1T에요.케이스도 있네요,"크기 완전 작은데 1T에요.
케이스도 있네요",['https://phinf.pstatic.net/checkout/20230608_174/1686216164343npiYz_JPEG/20230608_181804.jpg']
5,SK하이닉스공식대리점 도우,appa****,2023-06-08,작고 가벼워서 휴대하기 좋아요!,작고 가벼워서 휴대하기 좋아요!,[]
5,옥션,c*c*****,2023-06-08,신속발송 감사합니다,신속발송 감사합니다,[]
5,옥션,h*s*****,2023-06-08,빠른 배송에 감사...,빠른 배송에 감사...,[]
5,옥션,s*s*****,2023-06-08,만족합니다.,만족합니다.,[]
5,G마켓,h*l*****,2023-06-08,성능 좋은 SSD 저장장치네요.,"카드보다 지은 사이즈지만 1T의 대용량 저장장치이고, 속도도 빠르네요. 배송도 빠르고요.","['https://shopping-phinf.pstatic.net/20230611_8/108d1b98-6a57-4e7b-93c9-d74923187226.jpg', 'https://shopping-phinf.pstatic.net/20230611_9/71e2c38f-cce2-4130-bb38-7b67fa2aab39.jpg']"
4,SK하이닉스공식대리점 도우,amar****,2023-06-07,작고 가볍고 휴대하기 좋아요.하우징에 메탈 질감이 나지 않는게 고급스러움을 떨어뜨리는 것 같아 다소 아쉽네요.,"작고 가볍고 휴대하기 좋아요.
하우징에 메탈 질감이 나지 않는게 고급스러움을 떨어뜨리는 것 같아 다소 아쉽네요.",[]
5,SK하이닉스공식대리점 도우,mobi****,2023-06-07,잘 받았습니다 빠르고 좋아요,잘 받았습니다 빠르고 좋아요,[]
5,SK하이닉스공식대리점 도우,jhu0****,2023-06-07,좋습니다. 하이닉스 믿고써요,좋습니다. 하이닉스 믿고써요,[]
5,SK하이닉스공식대리점 도우,ljj8****,2023-06-07,작고 좋네요 잘쓰겠습니다~,작고 좋네요 잘쓰겠습니다~,['https://phinf.pstatic.net/checkout/20230607_138/1686107810863UskfC_JPEG/20230607_121239.jpg']
5,SK하이닉스공식대리점 도우,akfk****,2023-06-07,만족스러운 상품입니다.,만족스러운 상품입니다.,[]
5,SK하이닉스공식대리점 도우,epac****,2023-06-07,기본 구성품 빠방하고 튼튼하고 이쁜데 속도도 빠르고 좋네요,기본 구성품 빠방하고 튼튼하고 이쁜데 속도도 빠르고 좋네요,['https://phinf.pstatic.net/checkout/20230607_222/1686100136539Lz63j_JPEG/IMG_8568.jpeg']
5,컴퓨존,dkra****,2023-06-07,업체대리구매건으로 샀는데 만족하고있습니다. 감사합니다.,"업체대리구매건으로 샀는데 만족하고있습니다.
감사합니다.",[]
5,SK하이닉스공식대리점 도우,kjg0****,2023-06-06,잇섭유튜브 보고 구매했습니다 m.2를 외장하드로 만들까 생각중이였는데다행히 ssd 가격이 하락해서바로 구매했습니다 확실히 속도 좋고와이프 영상 및 문서저장용으로 샀습니다사이즈 작아,"잇섭유튜브 보고 구매했습니다
m.2를 외장하드로 만들까 생각중이였는데

다행히 ssd 가격이 하락해서
바로 구매했습니다 확실히 속도 좋고
와이프 영상 및 문서저장용으로 샀습니다
딱 좋고 속도도 일반인 체감 상 오 엄청 빠른데 정도의 다운 속도입니다 2기가 온라인 다이렉트 다운 속도 1분미만이고 hdd에서 옮기는속도 또한 비슷한 체감입니다

고민하지말고 사십숑
굳이 단점은 케이스 씨우고나니..ㅎㅎ 케이블 입구 단자가 큰거는 케이스에 걸리네요ㅎ 그외 ㅎㅎ ??? 정도입니다 굿굿",['https://phinf.pstatic.net/checkout/20230606_243/1686027672058nllWH_JPEG/20230606_135130.jpg']
5,SK하이닉스공식대리점 도우,belo****,2023-06-06,속도도 빠르고 안정감있게 잘 사용하고 있습니다.,속도도 빠르고 안정감있게 잘 사용하고 있습니다.,[]
5,SK하이닉스공식대리점 도우,beau****,2023-06-06,디자인이 콤팩트해서 맘에 들었습니다,디자인이 콤팩트해서 맘에 들었습니다,[]
5,SK하이닉스공식대리점 도우,blue****,2023-06-06,성능도 좋고 이쁘네요,성능도 좋고 이쁘네요,[]
5,SK하이닉스공식대리점 도우,rkrn****,2023-06-05,작고 이뻐요 휴대에 용이함 ㅋㅋ,작고 이뻐요 휴대에 용이함 ㅋㅋ,['https://phinf.pstatic.net/checkout/20230605_58/1685975122029dJ9Dm_JPEG/image.jpg']
5,SK하이닉스공식대리점 도우,tara****,2023-06-05,배송 빠르고 제품도 훌륭합니다,배송 빠르고 제품도 훌륭합니다,[]
5,SK하이닉스공식대리점 도우,mhxu****,2023-06-04,배송도 빠르고 크기도 정말 작네요! 이정도면 휴대하기에도 불편함이 없을 것 같아요,배송도 빠르고 크기도 정말 작네요! 이정도면 휴대하기에도 불편함이 없을 것 같아요,['https://phinf.pstatic.net/checkout/20230604_158/1685851514359TH1E3_JPEG/image.jpg']
5,SK하이닉스공식대리점 도우,hsm2****,2023-06-04,Ssd를 이가격에살수잇으면 이득이죠 작고컴포트한게딱이네요,Ssd를 이가격에살수잇으면 이득이죠 작고컴포트한게딱이네요,[]
5,SK하이닉스공식대리점 도우,dami****,2023-06-04,속도도 빠르고 무엇보다 작아서 휴대하기 좋습니다,속도도 빠르고 무엇보다 작아서 휴대하기 좋습니다,['https://phinf.pstatic.net/checkout/20230604_218/1685808842911ljm4J_JPEG/20230604_011010.jpg']
5,SK하이닉스공식대리점 도우,youn****,2023-06-04,배송짱 빠름 글고 전송속도도 빠름,배송짱 빠름 글고 전송속도도 빠름,[]
5,SK하이닉스공식대리점 도우,cjy8****,2023-06-03,빠른 배송 좋았고요! 완충 뽁뽁이 포장도 잘 되어있었네요!잇섭님 리뷰와 퀘이사존 리뷰처럼 외장 SSD 조그만게 디자인 잘 나와서 이쁘네요! 스크래치 방지 용도의 범퍼 케이스 제공,"빠른 배송 좋았고요!
완충 뽁뽁이 포장도 잘 되어있었네요!
잇섭님 리뷰와 퀘이사존 리뷰처럼 외장 SSD 조그만게 디자인 잘 나와서 이쁘네요!
스크래치 방지 용도의 범퍼 케이스 제공 좋습니다!
무엇보다 D램 포함된 외장 SSD라는게 마음에 드는군요! 포장 구성 자체도 골드 P31 SSD랑 비슷하면서도 이게 더 고급스럽습니다!
골드 P31 SSD처럼 X31 외장 SSD도 !","['https://phinf.pstatic.net/checkout/20230603_8/1685751830643r3R10_JPEG/IMG_20230603_083350.jpg', 'https://phinf.pstatic.net/checkout/20230603_174/1685751830658LWwxn_JPEG/IMG_20230603_083746.jpg', 'https://phinf.pstatic.net/checkout/20230603_39/1685751831174hIciI_JPEG/IMG_20230603_083756.jpg', 'https://phinf.pstatic.net/checkout/20230603_236/1685751831875nV0sn_JPEG/IMG_20230603_083858.jpg', 'https://phinf.pstatic.net/checkout/20230603_175/1685751832040IQ2VE_JPEG/IMG_20230603_083922.jpg']"
5,SK하이닉스공식대리점 도우,s227****,2023-06-03,잘 받았습니다!배송도 빨랐고 크기도 작네요,"잘 받았습니다!

배송도 빨랐고 크기도 작네요",['https://phinf.pstatic.net/checkout/20230603_69/1685799009967hCyJP_JPEG/IMG_4719.jpeg']
5,SK하이닉스공식대리점 도우,tous****,2023-06-03,속도도 빠르고 발열도 적당합니다,속도도 빠르고 발열도 적당합니다,[]
